pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,property_age,remodel_age,porch_sf
535454070,50,RL,71.0,8520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,2,CBlock,3,3,No,Rec,507.0,Unf,0.0,403.0,910.0,GasA,2,1,SBrkr,475,0,1385,0.0,0.0,2,0,4,1,3,6,Typ,0,0,Detchd,Unf,2.0,720.0,3,3,1.0,0,0,0,0,MnPrv,None,0,6,2010,WD ,166000,58,58,0
535478040,85,RL,66.0,6760,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,Av,ALQ,734.0,Unf,0.0,162.0,896.0,GasA,3,1,SBrkr,0,0,936,1.0,0.0,1,0,3,1,3,6,Typ,1,1,Attchd,RFn,1.0,288.0,3,3,1.0,24,0,0,0,None,None,0,10,2007,WD ,130000,45,45,1
909256020,50,RL,51.0,6191,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,2,No,LwQ,384.0,Unf,0.0,440.0,824.0,GasA,3,0,SBrkr,464,0,1288,0.0,0.0,1,0,4,1,3,6,Typ,0,0,Detchd,Unf,1.0,240.0,3,3,1.0,0,0,0,0,None,None,0,11,2006,WD ,112000,65,56,0
534400030,20,RL,80.0,8700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3,3,Mn,ALQ,776.0,Unf,0.0,344.0,1120.0,GasA,4,1,SBrkr,0,0,1128,1.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,RFn,2.0,525.0,3,3,1.0,192,0,0,0,MnPrv,None,0,12,2008,WD ,155000,45,45,1
916386090,60,RL,92.0,12003,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,4,3,PConc,5,3,No,Unf,0.0,Unf,0.0,774.0,774.0,GasA,5,1,SBrkr,1194,0,1968,0.0,0.0,2,1,4,1,5,8,Typ,1,4,BuiltIn,Fin,3.0,680.0,3,3,1.0,0,0,0,0,None,None,0,5,2010,New,269500,1,0,1
535103070,80,RL,0.0,12700,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,939.0,Unf,0.0,307.0,1246.0,GasA,3,1,SBrkr,0,0,1246,1.0,0.0,1,0,3,1,3,6,Typ,2,4,Attchd,RFn,2.0,441.0,3,3,1.0,0,0,0,0,None,None,0,11,2006,WD ,172000,42,42,1
909425270,70,RL,75.0,13125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,BLQ,410.0,Unf,0.0,390.0,800.0,GasA,3,1,SBrkr,780,0,1740,0.0,0.0,1,1,3,1,3,6,Typ,2,4,Attchd,Unf,1.0,240.0,3,3,1.0,0,0,0,0,None,None,0,7,2007,CWD,219500,67,23,0
532376250,20,RL,0.0,8638,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,3,3,No,ALQ,181.0,Unf,0.0,744.0,925.0,GasA,4,1,SBrkr,0,0,925,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2.0,484.0,3,3,1.0,203,0,0,0,None,None,0,10,2006,WD ,133500,43,43,1
528280150,80,RL,76.0,9967,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,5,1,SBrkr,656,0,1430,0.0,0.0,2,1,3,1,3,8,Typ,1,3,BuiltIn,RFn,2.0,400.0,3,3,1.0,100,0,0,0,None,None,0,12,2007,WD ,170000,7,7,0
902305110,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,No,Unf,0.0,Unf,0.0,930.0,930.0,GasW,3,0,SBrkr,636,0,1566,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Detchd,Unf,1.0,288.0,3,3,1.0,54,0,0,0,None,None,0,4,2010,WD ,150000,110,7,1
535302140,20,RL,0.0,12774,Pave,None,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,No,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,3,0,SBrkr,0,0,950,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2.0,400.0,3,3,1.0,0,0,0,0,GdWo,None,0,7,2008,WD ,130000,55,55,1
535152070,80,RL,70.0,8163,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,4,CBlock,3,3,Av,ALQ,748.0,BLQ,294.0,102.0,1144.0,GasA,3,1,SBrkr,0,0,1144,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Attchd,RFn,1.0,796.0,3,3,1.0,86,0,0,0,None,None,0,3,2006,WD ,143000,47,47,0
534403260,20,RL,90.0,9900,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,3,1,SBrkr,0,0,1114,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,RFn,2.0,451.0,3,3,1.0,0,164,0,0,None,None,0,5,2008,COD,140000,47,47,0
526355170,20,RL,95.0,13651,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,Gd,ALQ,1880.0,Unf,0.0,343.0,2223.0,GasA,5,1,SBrkr,0,0,2223,1.0,0.0,2,0,3,1,3,8,Typ,2,4,Attchd,Fin,2.0,516.0,3,3,1.0,300,0,0,0,None,None,0,2,2007,WD ,244000,34,34,0
903458020,75,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,3,0,SBrkr,530,0,1111,0.0,0.0,1,0,3,1,2,6,Typ,0,0,Detchd,Unf,1.0,288.0,3,3,0.0,0,0,0,0,None,None,0,3,2007,WD ,101000,87,11,1
902406030,20,RM,65.0,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,5,1,SBrkr,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,2.0,624.0,3,3,1.0,0,0,0,0,None,Gar2,4500,7,2006,WD ,125000,48,48,0
527162180,60,RL,73.0,11184,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,4,1,SBrkr,701,0,1633,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2.0,460.0,3,3,1.0,0,0,0,0,None,None,0,4,2008,WD ,183000,10,10,1
903430060,75,RM,92.0,5520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,755.0,755.0,GasA,5,1,SBrkr,929,371,2229,0.0,0.0,1,0,5,1,3,8,Typ,0,0,None,None,0.0,0.0,0,0,1.0,0,0,0,0,MnPrv,None,0,7,2009,WD ,104000,97,59,1
535455060,45,RL,64.0,6390,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,3,1,FuseA,0,0,984,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,1.0,280.0,3,3,1.0,0,0,0,0,GdWo,None,0,6,2008,WD ,112500,54,54,0
527355280,20,RL,79.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,4,CBlock,4,3,No,BLQ,625.0,LwQ,1061.0,0.0,1686.0,GasA,3,1,SBrkr,0,0,1686,1.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,Unf,2.0,612.0,3,3,1.0,384,0,0,0,None,None,0,5,2006,WD ,207500,26,26,1
906394040,20,RL,78.0,9316,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,Gd,GLQ,56.0,Unf,0.0,1558.0,1614.0,GasA,5,1,SBrkr,0,0,1614,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,Fin,2.0,576.0,3,3,1.0,100,0,0,0,None,None,0,3,2006,WD ,225000,1,1,1
907227090,20,RL,60.0,7200,Pave,None,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,BLQ,437.0,Unf,0.0,427.0,864.0,GasA,5,1,SBrkr,0,0,864,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,1.0,297.0,3,3,1.0,0,0,0,0,MnPrv,None,0,3,2006,WD ,119900,34,34,0
528112010,20,RL,108.0,12228,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4,3,PConc,5,4,No,Unf,0.0,Unf,0.0,1721.0,1721.0,GasA,5,1,SBrkr,0,0,1740,0.0,0.0,2,0,4,1,4,8,Typ,0,0,Attchd,RFn,3.0,874.0,3,3,1.0,0,0,0,0,None,None,0,9,2006,New,293000,0,0,1
905107240,20,RL,78.0,10335,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,Rec,570.0,Unf,0.0,891.0,1461.0,GasA,4,1,SBrkr,0,0,1721,0.0,0.0,2,1,3,1,3,7,Min1,1,3,Attchd,RFn,2.0,440.0,3,3,1.0,0,0,0,0,MnPrv,None,0,7,2006,WD ,180000,38,13,1
914478045,80,RL,0.0,12328,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3,3,Av,GLQ,539.0,Unf,0.0,473.0,1012.0,GasA,3,1,SBrkr,0,0,1034,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,3.0,888.0,3,3,1.0,0,0,0,0,None,None,0,5,2010,WD ,169900,34,34,0
532351140,90,RM,68.0,8930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,None,None,0.0,None,0.0,0.0,0.0,GasA,3,1,SBrkr,584,0,1902,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Attchd,Unf,2.0,539.0,3,3,1.0,0,0,0,0,None,None,0,4,2010,WD ,112000,32,32,0
531453010,20,RL,81.0,9672,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,3,1,SBrkr,0,0,1097,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,Unf,2.0,480.0,3,3,1.0,0,0,0,0,GdPrv,None,0,5,2010,WD ,152000,26,25,0
528118110,60,RL,120.0,13975,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,4,3,PConc,4,3,Av,Unf,0.0,Unf,0.0,1090.0,1090.0,GasA,5,1,SBrkr,1089,0,2206,0.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,Fin,3.0,670.0,3,3,1.0,148,0,0,0,None,None,0,8,2006,New,300000,1,0,1
908152080,80,RL,94.0,7819,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,Av,ALQ,422.0,BLQ,127.0,480.0,1029.0,GasA,3,1,SBrkr,0,0,1117,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Detchd,Unf,2.0,672.0,3,3,1.0,144,0,0,0,MnPrv,None,0,3,2010,WD ,107000,34,34,0
902402250,190,RM,60.0,11340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,3,3,PConc,3,3,No,Unf,0.0,Unf,0.0,777.0,777.0,GasA,4,1,SBrkr,1044,0,2290,0.0,0.0,2,0,4,2,3,11,Typ,0,0,Detchd,Unf,2.0,560.0,3,3,0.0,0,0,0,0,None,None,0,4,2010,WD ,122500,125,60,1
527451450,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,3,1,SBrkr,465,0,948,0.0,0.0,1,1,2,1,3,5,Typ,0,0,Detchd,Unf,1.0,264.0,3,3,1.0,0,0,0,0,None,None,0,7,2006,WD ,89000,34,34,0
904350045,50,RL,65.0,6001,Pave,None,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,No,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,5,0,SBrkr,319,0,919,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,1.0,231.0,3,3,1.0,0,0,0,0,MnPrv,None,0,3,2010,WD ,95000,70,60,1
534125120,20,RL,78.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,5,1,SBrkr,0,0,1152,1.0,0.0,1,1,3,1,3,7,Typ,0,0,Attchd,RFn,2.0,412.0,3,3,1.0,0,0,0,0,None,None,0,9,2007,CWD,143450,39,39,1
528108120,60,RL,102.0,12858,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,5,3,PConc,5,3,No,Unf,0.0,Unf,0.0,1590.0,1590.0,GasA,5,1,SBrkr,707,0,2334,0.0,0.0,2,1,3,1,5,10,Typ,1,4,Attchd,Fin,3.0,751.0,3,3,1.0,144,0,0,0,None,None,0,1,2010,New,376162,1,0,1
535175070,20,RL,73.0,9300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,3,3,CBlock,3,3,No,Rec,697.0,Unf,0.0,571.0,1268.0,GasA,3,1,SBrkr,0,0,1264,1.0,0.0,1,0,3,1,3,6,Typ,2,4,Attchd,Unf,2.0,461.0,3,3,1.0,0,143,0,0,None,None,0,4,2010,WD ,167500,50,50,0
906226080,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,3,CBlock,4,3,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,3,1,SBrkr,0,0,1224,2.0,0.0,0,2,2,2,3,6,Typ,2,3,Detchd,Unf,2.0,528.0,3,3,1.0,120,0,0,0,None,None,0,6,2009,WD ,153337,30,30,0
904351200,70,RH,54.0,6629,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,3,0,SBrkr,672,0,1369,1.0,0.0,2,0,3,1,3,6,Typ,0,0,Detchd,Unf,1.0,300.0,3,3,1.0,147,0,0,0,None,None,0,7,2009,WD ,103600,84,59,0
907200340,20,RL,75.0,10650,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,Av,LwQ,182.0,ALQ,712.0,0.0,894.0,GasA,3,1,SBrkr,0,0,894,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,Unf,1.0,308.0,3,3,1.0,365,0,0,0,MnPrv,None,0,2,2010,WD ,128200,34,34,0
533221090,160,FV,0.0,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,No,GLQ,378.0,Unf,0.0,378.0,756.0,GasA,5,1,SBrkr,804,0,1573,0.0,0.0,2,1,3,1,4,5,Typ,0,0,Detchd,Unf,2.0,440.0,3,3,1.0,0,0,0,0,None,None,0,6,2010,WD ,177500,10,10,1
528176070,60,RL,105.0,13650,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,4,3,PConc,4,3,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,5,1,SBrkr,563,0,2250,1.0,0.0,2,1,3,1,4,7,Typ,1,5,Attchd,Fin,3.0,756.0,3,3,1.0,238,0,0,0,None,None,0,6,2010,WD ,320000,8,8,1
528290180,60,RL,42.0,8433,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,5,1,SBrkr,695,0,1514,1.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2.0,394.0,3,3,1.0,0,0,0,0,None,None,0,6,2009,WD ,190000,9,9,1
527451200,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,3,1,SBrkr,546,0,1218,0.0,0.0,1,1,3,1,3,7,Typ,0,0,None,None,0.0,0.0,0,0,0.0,201,0,0,0,None,None,0,4,2006,WD ,91500,35,35,0
902202150,190,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,3,1,FuseA,576,0,1387,0.0,0.0,2,0,3,2,4,7,Typ,0,0,BuiltIn,Unf,1.0,256.0,3,3,1.0,0,0,0,0,None,None,0,11,2009,WD ,93000,55,55,0
911102170,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,3,2,BrkTil,3,3,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,3,0,SBrkr,668,0,1317,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,1.0,250.0,3,2,0.0,0,0,0,0,MnPrv,None,0,7,2008,WD ,40000,88,58,1
903454010,70,RM,60.0,6882,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,3,1,SBrkr,582,0,1355,0.0,0.0,1,1,3,1,4,7,Typ,0,0,None,None,0.0,0.0,0,0,1.0,136,0,0,0,None,None,0,3,2007,WD ,127000,93,1,1
911204100,30,C (all),66.0,8712,Grvl,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,4,1,SBrkr,0,0,952,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,RFn,1.0,330.0,3,3,0.0,0,0,0,0,None,None,0,6,2010,WD ,50138,114,60,1
908152070,20,RL,0.0,7917,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,No,BLQ,751.0,Unf,0.0,392.0,1143.0,GasA,3,1,SBrkr,0,0,1113,1.0,0.0,1,1,3,1,3,6,Typ,1,2,Attchd,RFn,1.0,504.0,3,4,1.0,370,0,0,0,GdPrv,None,0,5,2007,WD ,148000,31,31,1
910203020,30,RM,71.0,6900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,5,1,SBrkr,0,0,778,0.0,0.0,1,0,2,1,3,4,Typ,1,4,Detchd,Fin,1.0,924.0,5,5,1.0,0,0,0,0,None,None,0,2,2008,WD ,120500,68,53,1
909178160,50,RL,60.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,778.0,778.0,GasA,3,1,SBrkr,545,0,1489,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Detchd,Unf,1.0,240.0,3,3,1.0,335,0,0,0,GdWo,None,0,7,2009,WD ,139500,69,59,0
908154040,20,RL,86.0,13286,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,5,1,SBrkr,0,0,1698,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,Fin,3.0,768.0,3,3,1.0,327,0,0,0,None,None,0,2,2009,WD ,320000,2,1,1
904100100,70,RL,107.0,12888,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,No,ALQ,288.0,Unf,0.0,717.0,1005.0,GasA,3,1,SBrkr,1005,0,2267,1.0,0.0,1,1,3,1,3,7,Typ,2,4,Attchd,Fin,2.0,498.0,3,3,1.0,521,0,0,0,None,None,0,4,2007,WD ,219000,70,27,0
923276100,20,RL,0.0,8885,Pave,None,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,Av,BLQ,301.0,ALQ,324.0,239.0,864.0,GasA,3,1,SBrkr,0,0,902,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,Unf,2.0,484.0,3,3,1.0,164,0,0,0,MnPrv,None,0,6,2006,WD ,131000,23,23,0
528221030,60,RL,62.0,8857,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,5,1,SBrkr,757,0,1495,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,RFn,2.0,440.0,3,3,1.0,100,0,0,0,None,None,0,3,2007,New,171925,1,1,1
